"titulo","resumen","enlace","fecha","imagen","autor"
"Flambe Provides Support For Firefox OS","Flambe is a performant cross-platform open source game engine based on the Haxe programming language. Games are compiled to HTML5 or Flash and can be optimized for desktop or mobile browsers. The HTML5 Renderer uses WebGL, but provides fallback to the Canvas tag and functions nicely even on low-end phones. Flash Rendering uses Stage 3D […]","https://hacks.mozilla.org/2014/03/flambe-provides-support-for-firefox-os/","March 17, 2014","https://secure.gravatar.com/avatar/15d3ac210c74aa295ebc7f3e2b16e648?s=72&d=mm&r=g","Bruno Garcia"
"App basics for Firefox OS – a screencast series to get you started","Over the next few days we’ll release a series of screencasts explaining how to start your first Open Web App and develop for Firefox OS. Each of the screencasts is terse enough to watch in a short break and the whole series should not take you more than an hour of your time. The series […]","https://hacks.mozilla.org/2014/03/app-basics-for-firefox-os-a-screencast-series-to-get-you-started/","March 13, 2014","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Audio Tags: Web Components + Web Audio = ♥","Article written by Soledad Penadés, edited by Angelina Fabbro. Last week we released Brick 1.0, our carefully curated set of web components for rapid development. Using components makes it very easy to use and integrate these UI widgets with existing code and frameworks. And this week we bring you Audio Tags, an experiment building Web […]","https://hacks.mozilla.org/2014/03/audio-tags-web-components-web-audio-%e2%99%a5/","March 12, 2014","https://secure.gravatar.com/avatar/47bf6906d1b97f7649c7f64de50ed582?s=72&d=mm&r=g","Soledad Penadés"
"Create Add-ons for Australis to Win a Firefox OS Phone","Firefox 29 (“Australis”) includes significant design and customization improvements, and we’re challenging you to create add-ons that look and feel great in it. Between March 11 – April 15, 2014, create add-ons that take full advantage of the new design, which opens up new customization opportunities and streamlines the add-on experience in your browser. A […]","https://hacks.mozilla.org/2014/03/create-add-ons-for-australis-to-win-a-firefox-os-phone/","March 11, 2014","https://secure.gravatar.com/avatar/4427e5efdb40ea1b1f931aa19f280204?s=72&d=mm&r=g","Jorge Villalobos"
"The Translation of the Firetext App","Firetext is an open-source word processor that aims to provide a user-friendly editing experience, and to fill a major gap in functionality on Firefox OS. Learn how Firetext was localized!","https://hacks.mozilla.org/2014/03/translation-of-firetext-app/","March 11, 2014","https://secure.gravatar.com/avatar/d14d2bb4ea27ee26579567b83a32dfcc?s=72&d=mm&r=g","Joshua Smith"
"Lessons learnt building ViziCities","Just over 2 weeks ago Peter Smart and Robin Hawkes released the first version of ViziCities to the world. It’s free to use and open-sourced under an MIT license. In this post I will talk to you about the lessons learnt during the development of ViziCities. From application architecture to fine-detailed WebGL rendering improvements, we […]","https://hacks.mozilla.org/2014/03/lessons-learnt-building-vizicities/","March 5, 2014","https://secure.gravatar.com/avatar/fb2b8ae81bb14f846d850263464e4050?s=72&d=mm&r=g","Robin Hawkes"
"Custom Elements for Custom Applications – Web Components with Mozilla's Brick and X-Tag","In this article, we will explore the use of Mozilla’s Brick and X-Tag libraries. First we’ll use Brick to rapidly prototype a simple application. Then, we’ll build a custom web component using X-Tag. The Technology Brick: Curated Web Components Brick is a set of modular, reusable UI components. The components are designed for adaptive, responsive […]","https://hacks.mozilla.org/2014/03/custom-elements-for-custom-applications-web-components-with-mozillas-brick-and-x-tag/","March 4, 2014","https://secure.gravatar.com/avatar/32ab7c2e34fa4afa320ad325c2aa38df?s=72&d=mm&r=g","Angelina Fabbro"
"The Making of the Time Out Firefox OS app","A rash start into adventure So we told our client that yes, of course, we would do their Firefox OS app. We didn’t know much about FFOS at the time. But, hey, we had just completed refactoring their native iOS and Android apps. Web applications were our core business all along. So what was to […]","https://hacks.mozilla.org/2014/02/the-making-of-the-time-out-firefox-os-app/","February 26, 2014","https://secure.gravatar.com/avatar/caef37eb5296df6fe35f6f742ad6fbb9?s=72&d=mm&r=g","Andreas Oesterhelt"
"Applications Open for Expanded Tablet Contribution Program","Last month, Mozilla announced the Tablet Contribution Program to help deliver Firefox OS to the tablet form factor. Today, we are excited to open the Application for Hardware Support to Mozillians all over the world who will sign up to contribute to Firefox OS coding, testing, localizing, and product planning. The first device for this […]","https://hacks.mozilla.org/2014/02/open-applications-tcp/","February 23, 2014","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Wanted: Awesome HTML5 app ports for Firefox OS & the Open Web","A bit of background In 2013, Mozilla and our partners launched Firefox OS in fourteen markets. We released three Firefox OS smartphone models and a Geeksphone developer preview device. Our Developer Relations team hosted eight invite-only workshops for app developers around the world: Mountain View, London, Madrid, Bogota, Warsaw, Porto Alegre, Guadalajara, and Budapest. This […]","https://hacks.mozilla.org/2014/02/firefox-apps-programs-2014/","February 21, 2014","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Building Cordova apps for Firefox OS","Update: In addition to the Cordova integration described below, Firefox OS is now supported in the 3.5 release of Adobe PhoneGap. If you’re already building apps with PhoneGap, you can quickly and easily port your existing apps to Firefox OS. We think this is so cool that we’ve launched a Phones for PhoneGap Apps program, […]","https://hacks.mozilla.org/2014/02/building-cordova-apps-for-firefox-os/","February 20, 2014","https://secure.gravatar.com/avatar/62452804d51b4860db78446ed50908a4?s=72&d=mm&r=g","Piotr Zalewa"
"Ember.JS – What it is and why we need to care about it","This is a guest post by Sourav Lahoti and his thoughts about Ember.js Developers increasingly turn to client-side frameworks to simplify development, and there’s a big need for good ones in this area. We see a lot of players in this field, but for lots of functionality and moving parts, very few stand out in […]","https://hacks.mozilla.org/2014/02/ember-js-what-it-is-and-why-we-need-to-care-about-it/","February 20, 2014","https://secure.gravatar.com/avatar/da91c0f9296f7029e059362ea5809af6?s=72&d=mm&r=g","Sourav Lahoti"
"Live Editing Sass and Less in the Firefox Developer Tools","Sass and Less are expressive languages that compile into CSS. If you’re using Sass or Less to generate your CSS, you might want to debug the source that you authored and not the generated CSS. Luckily you can now do this in the Firefox 29 developer tools using source maps. The Firefox developer tools use […]","https://hacks.mozilla.org/2014/02/live-editing-sass-and-less-in-the-firefox-developer-tools/","February 18, 2014","https://secure.gravatar.com/avatar/1c076cf3c465f363784904ed114a1e41?s=72&d=mm&r=g","Heather Arthur"
"HTML5, CSS3, and the Bookmarklet that Shook the Web","On Valentine’s Day last year we released a bookmarklet that went viral riding the popularity of the Harlem Shake meme. On the anniversary of its release we’d like to take a moment look back at the technical nuts and bolts of the bookmarklet as a case study in applying HTML5. In fact, the HTML, JavaScript, […]","https://hacks.mozilla.org/2014/02/html5-css3-and-the-bookmarklet-that-shook-the-web/","February 14, 2014","https://secure.gravatar.com/avatar/e935f45e41c3add1892b717cc7d628ca?s=72&d=mm&r=g","Hari Ananth"
"localForage: Offline Storage, Improved","Web apps have had offline capabilities like saving large data sets and binary files for some time. You can even do things like cache MP3 files. Browser technology can store data offline and plenty of it. The problem, though, is that the technology choices for how you do this are fragmented. localStorage gets you really […]","https://hacks.mozilla.org/2014/02/localforage-offline-storage-improved/","February 12, 2014","https://secure.gravatar.com/avatar/4a1b8066eff77b9b5a3b82c64ce140b3?s=72&d=mm&r=g","Matthew Riley MacPherson"
"CSS source map support, network performance analysis & more – Firefox Developer Tools Episode 29","Firefox 29 was just uplifted to the Aurora release channel. This means that it is time to report some of the major changes that you can expect to see inside of the Developer Tools for this release. Better Looking Tools In addition to new features, we have been updating the look and feel of our […]","https://hacks.mozilla.org/2014/02/css-source-map-support-network-performance-analysis-more-firefox-developer-tools-episode-29/","February 11, 2014","https://secure.gravatar.com/avatar/5e699d95460c943a64c4ce3e96ff24fe?s=72&d=mm&r=g","Brian Grinstead"
"Technical Blogger? Mozillian? Here's a plugin for you to tell us about your work!","One great thing about Mozilla is that we want people to have a voice. Our products give people a voice on the web without being spied on. As a Mozillian, you don’t have to go through various levels of red tape before you are allowed to speak out in public. As Mozilla grows, it becomes […]","https://hacks.mozilla.org/2014/02/technical-blogger-mozillian-heres-a-plugin-for-you-to-tell-us-about-your-work/","February 7, 2014","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Upgrading your ZTE Open to Firefox 1.1 or 1.2 (fastboot enabled)","If you are a ZTE Open owner, you may have already upgraded to Firefox OS 1.1 following the instructions from our previous post. If so, you probably realized that the latest build from ZTE had a problem: fastboot wasn’t enabled anymore. For those of you who didn’t upgrade because of that, ZTE has put a […]","https://hacks.mozilla.org/2014/01/upgrading-your-zte-open-to-firefox-1-1-or-1-2-fastboot-enabled/","January 30, 2014","https://secure.gravatar.com/avatar/7a9625f092d4897c1d339ad2c4b340cc?s=72&d=mm&r=g","Frédéric Harper"
"JavaScriptOO.com, to find what meets your JavaScript needs","The JavaScript Renaissance We all know the major players in JavaScript projects. MV* frameworks like AngularJS, Backbone, and Ember.js are inspiring a whole new breed of client applications. Utility libraries like underscore and lodash simplify constructs once reserved for academic exercise. And of course, the monolithic namespace jQuery is everywhere. The large teams and growing […]","https://hacks.mozilla.org/2014/01/javascriptoo-com-to-find-what-meets-your-javascript-needs/","January 29, 2014","https://secure.gravatar.com/avatar/d4a8d73be4ccd4112f7187edd8a9591b?s=72&d=mm&r=g","Joe Maddalone"
"Five Potential Privacy Pitfalls for App Developers","Fighting for data privacy — making sure people know who has access to their data, where it goes or could go, and that they have a choice in all of it — is part of Mozilla’s DNA. Privacy is an integral part of building an Internet where people come first. “Individuals’ security and privacy on […]","https://hacks.mozilla.org/2014/01/five-potential-privacy-pitfalls-for-app-developers/","January 28, 2014","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Upcoming changes to the Firefox Developer tools node picker","If you are a user of the Firefox Developer tools you’ll soon see a change of the node picker of the Page Inspector component. As documented on Bugzilla and reported by Patrick Brosset these changes mean: The node inspect button in the devtools has moved from the inspector-panel toolbar, on the left, to the toolbox […]","https://hacks.mozilla.org/2014/01/upcoming-changes-to-the-firefox-developer-tools-node-picker/","January 23, 2014","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"WebGL Deferred Shading","WebGL brings hardware-accelerated 3D graphics to the web. Many features of WebGL 2 are available today as WebGL extensions. In this article, we describe how to use the WEBGL_draw_buffers extension to create a scene with a large number of dynamic lights using a technique called deferred shading, which is popular among top-tier games. live demo […]","https://hacks.mozilla.org/2014/01/webgl-deferred-shading/","January 22, 2014","https://secure.gravatar.com/avatar/eac45f928e663e77e0ed8dda4b49daf9?s=72&d=mm&r=g","Sijie Tian"
"Localizing the Firefox OS Boilerplate App","As Firefox OS devices are launched in more and more countries and apps become available to users of all different languages, it becomes increasingly important to consider localizing your app. Making your app available in more languages is one of the best ways to make your app available and relevant to more users. As such, […]","https://hacks.mozilla.org/2014/01/localizing-the-firefox-os-boilerplate-app/","January 21, 2014","https://secure.gravatar.com/avatar/0d9bca9ddd8f2055a79270f8221cfc58?s=72&d=mm&r=g","ckoehler"
"WebGL & CreateJS for Firefox OS","This is a guest post by the developers at gskinner. Mozilla has been working with the CreateJS.com team at gskinner to bring new features to their open-source libraries and make sure they work great on Firefox OS. Here at gskinner, it’s always been our philosophy to contribute our solutions to the dev community — the […]","https://hacks.mozilla.org/2014/01/webgl-createjs-for-firefox-os/","January 16, 2014","https://secure.gravatar.com/avatar/41d8d346bedcb45f73bad06cf8f4e1b3?s=72&d=mm&r=g","Louis Stowasser"
"Mozilla Launches Contribution Program to Help Deliver Firefox OS to Tablets","The first Firefox OS smartphones launched just a few months ago and we are already making progress on building Firefox OS for more platforms and devices. One of those projects is progressing quickly and we need help from contributors to complete the code. To make this easier, we are launching a new contribution program aimed […]","https://hacks.mozilla.org/2014/01/mozilla-launches-contribution-program-to-help-deliver-firefox-os-to-tablets/","January 6, 2014","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Upgrading your ZTE Open to Firefox OS 1.1","The US and the European versions of the ZTE Open both ship with version 1.0 of Firefox OS. Since an over the air (OTA) update is not yet available for the phone, ZTE recently posted a build and instructions on how to flash the phone with Firefox OS 1.1, the latest released version of the […]","https://hacks.mozilla.org/2013/12/upgrading-your-zte-open-to-firefox-os-1-1/","December 23, 2013","https://secure.gravatar.com/avatar/7a9625f092d4897c1d339ad2c4b340cc?s=72&d=mm&r=g","Frédéric Harper"
"Gap between asm.js and native performance gets even narrower with float32 optimizations","asm.js is a simple subset of JavaScript that is very easy to optimize, suitable for use as a compiler target from languages like C and C++. Earlier this year Firefox could run asm.js code at about half of native speed – that is, C++ code compiled by emscripten could run at about half the speed […]","https://hacks.mozilla.org/2013/12/gap-between-asm-js-and-native-performance-gets-even-narrower-with-float32-optimizations/","December 20, 2013","https://secure.gravatar.com/avatar/eb99fcafb63ef68fdb19a269f4d3e3eb?s=72&d=mm&r=g","Alon Zakai"
"The Gamepad API","I’ve been fascinated by video games since I was a kid. From the Atari and Colecovision to the NES and Super NES, I’ve spent countless hours playing a variety of games. While my own video game playing has tapered off, I’m still interested in the issues and advancements surrounding gaming. I’ve watched the recent popularity […]","https://hacks.mozilla.org/2013/12/the-gamepad-api/","December 19, 2013","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Write Elsewhere, Run on Firefox OS","Over the last year we’ve been recruiting developers who’ve already built apps for various Open Web and HTML5 platforms: apps for native platforms built with PhoneGap, Appcelerator Titanium or hand-coded wrappers; HTML5 apps built for Amazon Appstore, Blackberry Webworks, Chrome Dev Store, Windows Phone, and WebOS; and C++ apps translated to JavaScript with Emscripten. We’ve […]","https://hacks.mozilla.org/2013/12/write-elsewhere-run-on-firefox/","December 18, 2013","https://secure.gravatar.com/avatar/8b75ac810857e011eb2828b9667bb068?s=72&d=mm&r=g","Mark Coggins"
"Split console, pretty-print minified JS and more – Firefox Developer Tools Episode 28","Just in time for the holidays, the Firefox Developer Tools teams has some excellent new surprises for you to enjoy as you hack on holiday projects! It’s a pretty long list, so let’s get started. App Manager The App Manager continues to be a priority for the Devtools team and with Firefox 28, in addition […]","https://hacks.mozilla.org/2013/12/split-console-pretty-print-minified-js-and-more-firefox-developer-tools-episode-28/","December 17, 2013","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Ember Inspector on a Firefox near you","… or Cross-Browser Add-ons for Fun or Profit Browser add-ons are clearly an important web browser feature, at least on the desktop platform, and for a long time Firefox was the browser add-on authors’ preferred target. When Google launched Chrome, this trend on the desktop browsers domain was pretty clear, so their browser provides an […]","https://hacks.mozilla.org/2013/12/ember-inspector-on-a-firefox-near-you-2/","December 17, 2013","https://secure.gravatar.com/avatar/cb15f57474d95eb43c5d903ae3fa34ae?s=72&d=mm&r=g","Luca Greco"
"Application Layout with CSS3 Flexible Box Module","It has become very easy to create fluid application layouts thanks to the CSS3 Flexible Box Layout Module. In this article we are going to implement a simple application layout, which fills the whole screen, resizes with the browser window and comes with the additional bonus of a draggable splitter. Instead of the classic <div> […]","https://hacks.mozilla.org/2013/12/application-layout-with-css3-flexible-box-module/","December 16, 2013","https://secure.gravatar.com/avatar/07fc23f2fd43f7463198bea20e5ca84d?s=72&d=mm&r=g","Simon Speich"
"CSS Variables in Firefox Nightly","As reported by Cameron McCormack, Firefox Nightly (version 29) now supports CSS variables. You can get a quick overview in this short screencast: You can define variables in a context with a var- prefix and then implement them using the var() instruction. For example: :root { var-companyblue: #369; var-lighterblue: powderblue; } h1 { color: var(companyblue); […]","https://hacks.mozilla.org/2013/12/css-variables-in-firefox-nightly/","December 14, 2013","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Monster Madness – creating games on the web with Emscripten","When our engineering teams at Trendy Entertainment & Nom Nom Games decided on the strategy of developing one of our new Unreal Engine 3 games — Monster Madness Online — as a cross-platform title, we knew that a frictionless multiplayer web browser version would be central to this experience. The big question, however, was determining […]","https://hacks.mozilla.org/2013/12/monster-madness-creating-games-on-the-web-with-emscripten/","December 12, 2013","https://secure.gravatar.com/avatar/a55e4745fee0bfd6fc9215ab6f777a65?s=72&d=mm&r=g","Jeremy Stieglitz"
"The Side Projects of Mozillians: JSFiddle and Meatspac.es","At Mozilla, we are happy to get the chance to work with a lot of talented people. Therefore, as an on-going series, we wanted to take the opportunity to highlight some of the exciting projects Mozillians work on in their spare time. JSFiddle JSFiddle is a tool to write web examples (in HTML, JavaScript and […]","https://hacks.mozilla.org/2013/12/the-side-projects-of-mozillians-jsfiddle-and-meatspac-es/","December 11, 2013","https://secure.gravatar.com/avatar/41d8d346bedcb45f73bad06cf8f4e1b3?s=72&d=mm&r=g","Louis Stowasser"
"The Mozilla Developer Network has a New Face","Last summer the Mozilla Developer Network (MDN) underwent a massive platform change, moving from a hosted third-party solution to our own custom Django application code-named Kuma. That move laid the ground work for our latest major MDN upgrade: a complete front-end redesign, included many new features as well as usability and accessibility enhancements. Let me […]","https://hacks.mozilla.org/2013/12/the-mozilla-developer-network-has-a-new-face/","December 9, 2013","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Holiday gaming competition with Mozilla and Goo Technologies","The web has come a long way, and especially lately it is amazing what great opportunities this means for game creators. To use open technologies to reach as many users as possible across multiple web browsers and platforms. Looking at what WebGL, Web Audio API, Emscripten, asm.js and more have brought to the table, and […]","https://hacks.mozilla.org/2013/12/holiday-gaming-competition-with-mozilla-and-goo-technologies/","December 9, 2013","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Protecting your Firefox OS App code","One question we get asked quite often about developing web applications using HTML5, CSS3, and JavaScript, is about how to conceal code. Reasons range from preventing cheating, protecting intellectual property, hiding encryption algorithms and others. Since JavaScript is executed on the client side, even on Firefox OS, the users can get access the code if […]","https://hacks.mozilla.org/2013/12/protecting-your-firefox-os-app-code/","December 5, 2013","https://secure.gravatar.com/avatar/409a8ce1043c1db1689afa4fcc73df81?s=72&d=mm&r=g","Harald Kirschner (digitarald)"
"How the Manana app was built","We saw Firefox OS as a great opportunity and a challenge to deliver a product true to the values of open web and best standards. We found it exciting to be able to deliver an app that will offer a smooth UX even for people using lower end devices. As many of the users have […]","https://hacks.mozilla.org/2013/12/how-the-manana-app-was-built/","December 3, 2013","https://secure.gravatar.com/avatar/2f1efdaf08c9e43759243c08d58d5a60?s=72&d=mm&r=g","Alberto Granzotto"
"Firefox and FireCAT as a Platform for Ethical Hacking","Some years ago – in early 2007, while working as freelancers – we were challenged to do a penetration test on a web application. It was really simple but had a condition-based methodology, and therefore was impossible to use any automated tool; we could only use a web browser. Our solution was to convert Firefox […]","https://hacks.mozilla.org/2013/11/firefox-and-firecat-as-a-platform-for-ethical-hacking/","November 28, 2013","https://secure.gravatar.com/avatar/cb255f63ad2443f0ea3fb1c8c499743c?s=72&d=mm&r=g","Maximiliano Soler"
"Implementing In-App Payments in Your Firefox OS App","At Mozilla, we have been working on bringing payments to the web. We think it is important that developers have an easy way to monetize their apps. It also gives us the chance to offer deeper platform integration, allowing things like carrier billing in addition to credit/debit cards. We’ve talked about in-app payments before in […]","https://hacks.mozilla.org/2013/11/implementing-in-app-payments-in-your-firefox-os-app/","November 26, 2013","https://secure.gravatar.com/avatar/059920b9daee1ece045f4031037ffb79?s=72&d=mm&r=g","kumar303"
"Firefox OS Security: Part 2 – User Experience and Security Updates","When presenting Firefox OS to people, security is a big topic. Can an operating system built on web technologies be secure? What has Mozilla built in to avoid drive-by downloads and malware? How can a browser-based app be secure without making the UX suffer by asking the user to react to a lot of “do […]","https://hacks.mozilla.org/2013/11/firefox-os-security-part-2-user-experience-and-security-updates/","November 21, 2013","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Handling click-to-activate plugins using JavaScript","From Firefox 26 onwards — and in the case of insecure Flash/Java in older Firefox versions — most plugins will not be automatically activated. We therefore can no longer plugins starting immediately after they have been inserted into the page. This article covers JavaScript techniques we can employ to handle plugins, making it less likely […]","https://hacks.mozilla.org/2013/11/handling-click-to-activate-plugins-using-javascript/","November 21, 2013","https://secure.gravatar.com/avatar/deeea0ba82390bd5acc539703c4b0cfb?s=72&d=mm&r=g","Chris Mills"
"The Pond – building a multi-platform HTML5 game","Introducing The Pond The Pond is a multi-platform HTML5 game (source code) that explores minimalistic design and resolution independent gameplay. The Pond isn’t about reaching a high score, or about buying weapon upgrades. It’s about relaxing and exploring a beautiful world. It is available on all these platforms/in all these stores: In making The Pond […]","https://hacks.mozilla.org/2013/11/the-pond-building-a-multi-platform-html5-game/","November 20, 2013","https://secure.gravatar.com/avatar/55dbeca986f875e1d1cb4d51e2fc42e4?s=72&d=mm&r=g","Zoli Kahan"
"Launching developer Q&A on Stack Overflow","One thing that is very important for us at Mozilla is the need to directly interact with you developers and help you with challenges and issues while developing using open technologies. We are now happy to announce our presence on Stack Overflow! Stack Overflow is one of – if not the – most well-known question […]","https://hacks.mozilla.org/2013/11/launching-developer-q-a-on-stack-overflow/","November 19, 2013","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Firefox OS Security: Part 1 – The Web Security Model","When presenting Firefox OS to people, security is a big topic. Can an operating system built on web technologies be secure? What has Mozilla built in to avoid drive-by downloads and malware? In this two part video series Christian Heilmann (@codepo8), principal evangelist of Mozilla, talks to Michael Coates (@_mwc), chair of @OWASP Board about […]","https://hacks.mozilla.org/2013/11/firefox-os-security-part-1-the-web-security-model/","November 14, 2013","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Introducing the Whiteboard Drum – WebRTC and Web Audio API magic","Browser functionality has expanded rapidly, way beyond merely “browsing” a document. Recently, Web browsers finally gained audio processing abilities with the Web Audio API. It is powerful to the point of building serious music applications. Not only that, but it is also very interesting when combined with other APIs. One of these APIs is getUserMedia(), […]","https://hacks.mozilla.org/2013/11/introducing-the-whiteboard-drum-webrtc-and-web-audio-api-magic/","November 14, 2013","https://secure.gravatar.com/avatar/f77ba039d853d576603d185d4011f33d?s=72&d=mm&r=g","Tatsuya Shinyagaito"
"Live editing WebGL shaders with Firefox Developer Tools","If you’ve seen Epic Games’ HTML5 port of ‘Epic Citadel’, you have no doubt been impressed by the amazing performance and level of detail. A lot of the code that creates the cool visual effects you see on screen are written as shaders linked together in programs – these are specialized programs that are evaluated […]","https://hacks.mozilla.org/2013/11/live-editing-webgl-shaders-with-firefox-developer-tools/","November 12, 2013","https://secure.gravatar.com/avatar/c72ab0b7b680d66008ea2cd8e474635d?s=72&d=mm&r=g","Victor Porof"
"Make your Firefox OS app feel alive with video and audio","Firefox OS applications aren’t just about text: there is no better way to make your app feel alive than adding some videos or audio to it. Let’s explore different ways we can use as developers to enhance our mobile masterpiece. Audio and video HTML tags Since we are talking about HTML, it makes total sense […]","https://hacks.mozilla.org/2013/11/make-your-firefox-os-app-feel-alive-with-video-and-audio/","November 7, 2013","https://secure.gravatar.com/avatar/7a9625f092d4897c1d339ad2c4b340cc?s=72&d=mm&r=g","Frédéric Harper"
"Firefox Developer Tools: Episode 27 – Edit as HTML, Codemirror & more","Firefox 27 was just uplifted to the Aurora release channel which means we are back to report on new features in Firefox Developer Tools. Below are just some of the new features, you can also take a look at all bugs resolved in DevTools for this release). JS Debugger: Break on DOM Events You can […]","https://hacks.mozilla.org/2013/11/firefox-developer-tools-episode-27-edit-as-html-codemirror-more/","November 6, 2013","https://secure.gravatar.com/avatar/a046f67399acec21282d784ac66cb009?s=72&d=mm&r=g","Paul Rouget"
"Designing Web Apps For Multiple Devices","Before 2010, there were few devices on the Web other than smartphones and desktop/laptop computers. Developers could assume phone users had a small screen, low bandwidth and used a webapp for brief moments. Desktop users were assumed to have a large screen, high bandwidth and spend large amounts of time within an application. Designing a […]","https://hacks.mozilla.org/2013/11/designing-web-apps-for-multiple-devices/","November 5, 2013","https://secure.gravatar.com/avatar/08029684e3dc7ec117bb24c4d596e8d3?s=72&d=mm&r=g","Doug Reeder"
"Reintroducing the Firefox Developer Tools, part 2: the Scratchpad and the Style Editor","This is part two, out of five, focusing on the built-in Developer Tools in Firefox, their features and where we are now with them. The intention is to show you all the possibilities available, the progress and what we are aiming for. In the first post in the series we discussed the Web Console and […]","https://hacks.mozilla.org/2013/11/reintroducing-the-firefox-developer-tools-part-2-the-scratchpad-and-the-style-editor/","November 4, 2013","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Monetization with Inneractive on Firefox OS","Monetization is important for any viable platform so developers can benefit from their hard work and to further encourage quality apps. Mozilla teamed up with the ad network, Inneractive, to create a simple library for integrating ads into apps and games specifically for Firefox OS. This article will go through the process of integrating Inneractive […]","https://hacks.mozilla.org/2013/10/monetization-with-inneractive-on-firefox-os/","October 31, 2013","https://secure.gravatar.com/avatar/41d8d346bedcb45f73bad06cf8f4e1b3?s=72&d=mm&r=g","Louis Stowasser"
"Halloween artist","A while back, I made a little toy that simulates carving pumpkins. It was during that narrow window when the WebOS-running TouchPad was new and hot. Since then, web browsers have gown up a lot, and nowadays Mozilla is executing the vision of a browser-based operating system with Firefox OS. In any case, I’ve been […]","https://hacks.mozilla.org/2013/10/halloween-artist/","October 30, 2013","https://secure.gravatar.com/avatar/a8d632d54bbf246ca0976e29d1a84e1a?s=72&d=mm&r=g","Owen Swerkstrom"
"Songs of Diridum: Pushing the Web Audio API to Its Limits","When we at Goo Technologies heard that the Web Audio API would be supported in an upcoming version of Mozilla Firefox, we immediately started brainstorming about what we could build with that. We started discussing the project with the game developers behind “Legend of Diridum” (see below) and came up with the idea of a […]","https://hacks.mozilla.org/2013/10/songs-of-diridum-pushing-the-web-audio-api-to-its-limits/","October 29, 2013","https://secure.gravatar.com/avatar/6e427b3eb7e3e60158ea9eca48aa6f3b?s=72&d=mm&r=g","Tom Söderlund"
"Progress report on cross-platform Open Web Apps","Here in the Hacks blog we’ve written a lot about building apps for Firefox OS using HTML, JS, and CSS. We’re working to ensure that those same apps can also run on Android, Windows, Mac OS X, and Linux devices. If your app can adapt to those screen sizes, CPU’s, and device capabilities, then we’ve […]","https://hacks.mozilla.org/2013/10/progress-report-on-cross-platform-open-web-apps/","October 28, 2013","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Building a Firefox OS App for my favorite Internet radio station","I recently created a Firefox OS app for my favourite radio station — radio paradise. It was a lot of fun making this app, so I thought it would be good to share some notes about how I built it. The audio tag It started by implementing the main functionality of the app, playing an […]","https://hacks.mozilla.org/2013/10/building-a-firefoxos-app-for-my-favorite-internet-radio-station/","October 24, 2013","https://secure.gravatar.com/avatar/b0692973925991d289430688104a9c33?s=72&d=mm&r=g","Aras Balali Moghaddam"
"Working with receipts for paid apps","You’ve put your hard work into building a great app. If you want to get paid for your app then the Firefox Marketplace supports app receipts and verification of those receipts. Receipt verification is how we ensure that your app has been paid for in the case of both hosted and packaged apps. It’s important […]","https://hacks.mozilla.org/2013/10/working-with-receipts-for-paid-apps/","October 23, 2013","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
